dataset,loss_type,compress_type,compress_size,input_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
H3K4me3_TDH_immune,square,median,100,1,2,4,1,163,2.3404672994861184,1.254086228145752,2.7645834166892906,102252.6506922245
