dataset,loss_type,compress_type,compress_size,input_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
H3K36me3_TDH_immune,square,mean,1000,1,1,8,2,234,0.8776594011869747,0.6352028511464596,0.585119307931403,689.8281056880951
