dataset,compress_type,compress_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
H3K36me3_TDH_other,median,2000,2,8,1,5,0.6425774693489075,0.42122888565063477,0.5755970001220703,231.94406938552856
