H3K4me3_TDH_other median 100 1 16 2
cpu
Epoch 1/1000 - Train Loss: 10.6222, Val Loss: 10.9383, Test Loss: 10.3081
Epoch 2/1000 - Train Loss: 9.9225, Val Loss: 9.5406, Test Loss: 8.9243
Epoch 3/1000 - Train Loss: 8.0774, Val Loss: 7.7998, Test Loss: 7.1686
Epoch 4/1000 - Train Loss: 6.7322, Val Loss: 6.7376, Test Loss: 6.1021
Epoch 5/1000 - Train Loss: 5.7791, Val Loss: 5.8640, Test Loss: 5.2272
Epoch 6/1000 - Train Loss: 4.9436, Val Loss: 5.0614, Test Loss: 4.4239
Epoch 7/1000 - Train Loss: 4.1615, Val Loss: 4.2984, Test Loss: 3.6605
Epoch 8/1000 - Train Loss: 3.4187, Val Loss: 3.5778, Test Loss: 2.9746
Epoch 9/1000 - Train Loss: 2.7491, Val Loss: 2.9366, Test Loss: 2.3719
Epoch 10/1000 - Train Loss: 2.1719, Val Loss: 2.4051, Test Loss: 1.8574
Epoch 11/1000 - Train Loss: 1.7639, Val Loss: 2.0612, Test Loss: 1.5183
Epoch 12/1000 - Train Loss: 1.6044, Val Loss: 1.8835, Test Loss: 1.3895
Epoch 13/1000 - Train Loss: 1.5457, Val Loss: 1.7925, Test Loss: 1.3372
Epoch 14/1000 - Train Loss: 1.5239, Val Loss: 1.7412, Test Loss: 1.3113
Epoch 15/1000 - Train Loss: 1.5131, Val Loss: 1.7270, Test Loss: 1.3033
Epoch 16/1000 - Train Loss: 1.5094, Val Loss: 1.7200, Test Loss: 1.2990
Epoch 17/1000 - Train Loss: 1.5067, Val Loss: 1.7137, Test Loss: 1.2946
Epoch 18/1000 - Train Loss: 1.5027, Val Loss: 1.6948, Test Loss: 1.2838
Epoch 19/1000 - Train Loss: 1.5039, Val Loss: 1.6885, Test Loss: 1.2813
Epoch 20/1000 - Train Loss: 1.5025, Val Loss: 1.6900, Test Loss: 1.2818
Epoch 21/1000 - Train Loss: 1.5027, Val Loss: 1.6848, Test Loss: 1.2800
Epoch 22/1000 - Train Loss: 1.5018, Val Loss: 1.6912, Test Loss: 1.2822
Epoch 23/1000 - Train Loss: 1.5011, Val Loss: 1.6889, Test Loss: 1.2814
Epoch 24/1000 - Train Loss: 1.5049, Val Loss: 1.6891, Test Loss: 1.2815
Epoch 25/1000 - Train Loss: 1.5028, Val Loss: 1.6888, Test Loss: 1.2814
Epoch 26/1000 - Train Loss: 1.5014, Val Loss: 1.6846, Test Loss: 1.2799
Epoch 27/1000 - Train Loss: 1.5011, Val Loss: 1.6883, Test Loss: 1.2812
Epoch 28/1000 - Train Loss: 1.5019, Val Loss: 1.6864, Test Loss: 1.2806
Epoch 29/1000 - Train Loss: 1.5026, Val Loss: 1.6887, Test Loss: 1.2814
Epoch 30/1000 - Train Loss: 1.5044, Val Loss: 1.6937, Test Loss: 1.2833
Epoch 31/1000 - Train Loss: 1.5008, Val Loss: 1.6897, Test Loss: 1.2817
Epoch 32/1000 - Train Loss: 1.5025, Val Loss: 1.6828, Test Loss: 1.2794
Epoch 33/1000 - Train Loss: 1.5015, Val Loss: 1.6853, Test Loss: 1.2802
Epoch 34/1000 - Train Loss: 1.5010, Val Loss: 1.6923, Test Loss: 1.2827
Epoch 35/1000 - Train Loss: 1.5056, Val Loss: 1.6897, Test Loss: 1.2817
Epoch 36/1000 - Train Loss: 1.5052, Val Loss: 1.6988, Test Loss: 1.2857
Epoch 37/1000 - Train Loss: 1.5052, Val Loss: 1.6917, Test Loss: 1.2824
Epoch 38/1000 - Train Loss: 1.5005, Val Loss: 1.6892, Test Loss: 1.2815
Epoch 39/1000 - Train Loss: 1.5052, Val Loss: 1.6860, Test Loss: 1.2804
Epoch 40/1000 - Train Loss: 1.5006, Val Loss: 1.6911, Test Loss: 1.2822
Epoch 41/1000 - Train Loss: 1.5039, Val Loss: 1.6876, Test Loss: 1.2810
Epoch 42/1000 - Train Loss: 1.5046, Val Loss: 1.6888, Test Loss: 1.2814
Epoch 43/1000 - Train Loss: 1.5029, Val Loss: 1.6941, Test Loss: 1.2835
Epoch 44/1000 - Train Loss: 1.5040, Val Loss: 1.6950, Test Loss: 1.2839
Epoch 45/1000 - Train Loss: 1.5018, Val Loss: 1.6881, Test Loss: 1.2812
Epoch 46/1000 - Train Loss: 1.5039, Val Loss: 1.6927, Test Loss: 1.2829
Epoch 47/1000 - Train Loss: 1.5054, Val Loss: 1.6987, Test Loss: 1.2857
Epoch 48/1000 - Train Loss: 1.5034, Val Loss: 1.6923, Test Loss: 1.2827
Epoch 49/1000 - Train Loss: 1.5032, Val Loss: 1.6844, Test Loss: 1.2799
Epoch 50/1000 - Train Loss: 1.5033, Val Loss: 1.6933, Test Loss: 1.2831
Epoch 51/1000 - Train Loss: 1.5033, Val Loss: 1.6909, Test Loss: 1.2821
Epoch 52/1000 - Train Loss: 1.5046, Val Loss: 1.6899, Test Loss: 1.2818
Epoch 53/1000 - Train Loss: 1.5017, Val Loss: 1.6927, Test Loss: 1.2829
Epoch 54/1000 - Train Loss: 1.5034, Val Loss: 1.6960, Test Loss: 1.2844
Epoch 55/1000 - Train Loss: 1.5007, Val Loss: 1.6858, Test Loss: 1.2803
Epoch 56/1000 - Train Loss: 1.5027, Val Loss: 1.6864, Test Loss: 1.2805
Epoch 57/1000 - Train Loss: 1.5025, Val Loss: 1.6873, Test Loss: 1.2809
Epoch 58/1000 - Train Loss: 1.5052, Val Loss: 1.6842, Test Loss: 1.2798
Epoch 59/1000 - Train Loss: 1.5056, Val Loss: 1.6849, Test Loss: 1.2800
Epoch 60/1000 - Train Loss: 1.5027, Val Loss: 1.6818, Test Loss: 1.2792
Epoch 61/1000 - Train Loss: 1.5035, Val Loss: 1.6839, Test Loss: 1.2797
Epoch 62/1000 - Train Loss: 1.5057, Val Loss: 1.6811, Test Loss: 1.2792
Epoch 63/1000 - Train Loss: 1.5025, Val Loss: 1.6904, Test Loss: 1.2820
Epoch 64/1000 - Train Loss: 1.5062, Val Loss: 1.6888, Test Loss: 1.2814
Epoch 65/1000 - Train Loss: 1.5006, Val Loss: 1.6864, Test Loss: 1.2806
Epoch 66/1000 - Train Loss: 1.5051, Val Loss: 1.6891, Test Loss: 1.2815
Epoch 67/1000 - Train Loss: 1.5040, Val Loss: 1.6858, Test Loss: 1.2803
Epoch 68/1000 - Train Loss: 1.5076, Val Loss: 1.6810, Test Loss: 1.2791
Epoch 69/1000 - Train Loss: 1.5035, Val Loss: 1.6879, Test Loss: 1.2811
Epoch 70/1000 - Train Loss: 1.5037, Val Loss: 1.6887, Test Loss: 1.2814
Epoch 71/1000 - Train Loss: 1.5038, Val Loss: 1.6857, Test Loss: 1.2803
Epoch 72/1000 - Train Loss: 1.5016, Val Loss: 1.6895, Test Loss: 1.2816
Epoch 73/1000 - Train Loss: 1.5068, Val Loss: 1.7019, Test Loss: 1.2872
Epoch 74/1000 - Train Loss: 1.5021, Val Loss: 1.6874, Test Loss: 1.2809
Epoch 75/1000 - Train Loss: 1.5040, Val Loss: 1.6956, Test Loss: 1.2843
Epoch 76/1000 - Train Loss: 1.5016, Val Loss: 1.6899, Test Loss: 1.2818
Epoch 77/1000 - Train Loss: 1.5056, Val Loss: 1.6882, Test Loss: 1.2812
Epoch 78/1000 - Train Loss: 1.5046, Val Loss: 1.6975, Test Loss: 1.2851
Epoch 79/1000 - Train Loss: 1.5046, Val Loss: 1.6896, Test Loss: 1.2817
Epoch 80/1000 - Train Loss: 1.5033, Val Loss: 1.6843, Test Loss: 1.2798
Epoch 81/1000 - Train Loss: 1.5048, Val Loss: 1.6798, Test Loss: 1.2790
Epoch 82/1000 - Train Loss: 1.5014, Val Loss: 1.6873, Test Loss: 1.2809
Epoch 83/1000 - Train Loss: 1.5012, Val Loss: 1.6920, Test Loss: 1.2826
Epoch 84/1000 - Train Loss: 1.5024, Val Loss: 1.6938, Test Loss: 1.2834
Epoch 85/1000 - Train Loss: 1.5047, Val Loss: 1.6925, Test Loss: 1.2828
Epoch 86/1000 - Train Loss: 1.5027, Val Loss: 1.6943, Test Loss: 1.2836
Epoch 87/1000 - Train Loss: 1.5118, Val Loss: 1.6923, Test Loss: 1.2827
Epoch 88/1000 - Train Loss: 1.5026, Val Loss: 1.6905, Test Loss: 1.2820
Epoch 89/1000 - Train Loss: 1.5010, Val Loss: 1.6910, Test Loss: 1.2822
Epoch 90/1000 - Train Loss: 1.5029, Val Loss: 1.6906, Test Loss: 1.2820
Epoch 91/1000 - Train Loss: 1.5123, Val Loss: 1.6934, Test Loss: 1.2832
Epoch 92/1000 - Train Loss: 1.5046, Val Loss: 1.6867, Test Loss: 1.2806
Epoch 93/1000 - Train Loss: 1.5024, Val Loss: 1.6857, Test Loss: 1.2803
Epoch 94/1000 - Train Loss: 1.5022, Val Loss: 1.6824, Test Loss: 1.2793
Epoch 95/1000 - Train Loss: 1.5065, Val Loss: 1.6867, Test Loss: 1.2806
Epoch 96/1000 - Train Loss: 1.5046, Val Loss: 1.6938, Test Loss: 1.2833
Epoch 97/1000 - Train Loss: 1.5030, Val Loss: 1.6902, Test Loss: 1.2819
Epoch 98/1000 - Train Loss: 1.5043, Val Loss: 1.6879, Test Loss: 1.2811
Epoch 99/1000 - Train Loss: 1.5063, Val Loss: 1.6989, Test Loss: 1.2858
Epoch 100/1000 - Train Loss: 1.5055, Val Loss: 1.6858, Test Loss: 1.2803
Epoch 101/1000 - Train Loss: 1.5023, Val Loss: 1.6943, Test Loss: 1.2836
Epoch 102/1000 - Train Loss: 1.5014, Val Loss: 1.6885, Test Loss: 1.2812
Epoch 103/1000 - Train Loss: 1.5055, Val Loss: 1.6757, Test Loss: 1.2791
Epoch 104/1000 - Train Loss: 1.5015, Val Loss: 1.6860, Test Loss: 1.2804
Epoch 105/1000 - Train Loss: 1.5036, Val Loss: 1.6954, Test Loss: 1.2841
Epoch 106/1000 - Train Loss: 1.5043, Val Loss: 1.6901, Test Loss: 1.2818
