H3K4me3_PGP_immune median 100 2 2 2
cuda
Epoch 1/1000 - Train Loss: 3.0945, Val Loss: 1.7658, Test Loss: 1.9050
Epoch 2/1000 - Train Loss: 1.4780, Val Loss: 1.3588, Test Loss: 1.3678
Epoch 3/1000 - Train Loss: 1.3277, Val Loss: 1.3502, Test Loss: 1.3451
Epoch 4/1000 - Train Loss: 1.3237, Val Loss: 1.3526, Test Loss: 1.3503
Epoch 5/1000 - Train Loss: 1.3277, Val Loss: 1.3498, Test Loss: 1.3447
Epoch 6/1000 - Train Loss: 1.3235, Val Loss: 1.3505, Test Loss: 1.3471
Epoch 7/1000 - Train Loss: 1.3166, Val Loss: 1.3497, Test Loss: 1.3483
Epoch 8/1000 - Train Loss: 1.3217, Val Loss: 1.3495, Test Loss: 1.3453
Epoch 9/1000 - Train Loss: 1.3231, Val Loss: 1.3496, Test Loss: 1.3443
Epoch 10/1000 - Train Loss: 1.3214, Val Loss: 1.3494, Test Loss: 1.3449
Epoch 11/1000 - Train Loss: 1.3197, Val Loss: 1.3494, Test Loss: 1.3442
Epoch 12/1000 - Train Loss: 1.3208, Val Loss: 1.3493, Test Loss: 1.3443
Epoch 13/1000 - Train Loss: 1.3215, Val Loss: 1.3493, Test Loss: 1.3443
Epoch 14/1000 - Train Loss: 1.3246, Val Loss: 1.3493, Test Loss: 1.3463
Epoch 15/1000 - Train Loss: 1.3185, Val Loss: 1.3498, Test Loss: 1.3479
Epoch 16/1000 - Train Loss: 1.3227, Val Loss: 1.3490, Test Loss: 1.3460
Epoch 17/1000 - Train Loss: 1.3207, Val Loss: 1.3491, Test Loss: 1.3456
Epoch 18/1000 - Train Loss: 1.3194, Val Loss: 1.3490, Test Loss: 1.3467
Epoch 19/1000 - Train Loss: 1.3221, Val Loss: 1.3490, Test Loss: 1.3453
Epoch 20/1000 - Train Loss: 1.3227, Val Loss: 1.3496, Test Loss: 1.3477
Epoch 21/1000 - Train Loss: 1.3222, Val Loss: 1.3491, Test Loss: 1.3446
Epoch 22/1000 - Train Loss: 1.3229, Val Loss: 1.3490, Test Loss: 1.3443
Epoch 23/1000 - Train Loss: 1.3221, Val Loss: 1.3490, Test Loss: 1.3457
Epoch 24/1000 - Train Loss: 1.3186, Val Loss: 1.3490, Test Loss: 1.3452
Epoch 25/1000 - Train Loss: 1.3218, Val Loss: 1.3489, Test Loss: 1.3463
Epoch 26/1000 - Train Loss: 1.3243, Val Loss: 1.3490, Test Loss: 1.3440
Epoch 27/1000 - Train Loss: 1.3193, Val Loss: 1.3490, Test Loss: 1.3448
Epoch 28/1000 - Train Loss: 1.3189, Val Loss: 1.3489, Test Loss: 1.3458
Epoch 29/1000 - Train Loss: 1.3204, Val Loss: 1.3489, Test Loss: 1.3455
Epoch 30/1000 - Train Loss: 1.3233, Val Loss: 1.3489, Test Loss: 1.3445
Epoch 31/1000 - Train Loss: 1.3209, Val Loss: 1.3489, Test Loss: 1.3438
Epoch 32/1000 - Train Loss: 1.3209, Val Loss: 1.3489, Test Loss: 1.3440
Epoch 33/1000 - Train Loss: 1.3216, Val Loss: 1.3489, Test Loss: 1.3441
Epoch 34/1000 - Train Loss: 1.3192, Val Loss: 1.3488, Test Loss: 1.3454
Epoch 35/1000 - Train Loss: 1.3192, Val Loss: 1.3488, Test Loss: 1.3455
Epoch 36/1000 - Train Loss: 1.3188, Val Loss: 1.3489, Test Loss: 1.3437
Epoch 37/1000 - Train Loss: 1.3202, Val Loss: 1.3488, Test Loss: 1.3451
Epoch 38/1000 - Train Loss: 1.3174, Val Loss: 1.3488, Test Loss: 1.3438
Epoch 39/1000 - Train Loss: 1.3184, Val Loss: 1.3488, Test Loss: 1.3477
Epoch 40/1000 - Train Loss: 1.3224, Val Loss: 1.3488, Test Loss: 1.3441
Epoch 41/1000 - Train Loss: 1.3233, Val Loss: 1.3488, Test Loss: 1.3441
Epoch 42/1000 - Train Loss: 1.3189, Val Loss: 1.3487, Test Loss: 1.3454
Epoch 43/1000 - Train Loss: 1.3142, Val Loss: 1.3488, Test Loss: 1.3455
Epoch 44/1000 - Train Loss: 1.3277, Val Loss: 1.3487, Test Loss: 1.3437
Epoch 45/1000 - Train Loss: 1.3198, Val Loss: 1.3487, Test Loss: 1.3436
Epoch 46/1000 - Train Loss: 1.3185, Val Loss: 1.3487, Test Loss: 1.3439
Epoch 47/1000 - Train Loss: 1.3194, Val Loss: 1.3487, Test Loss: 1.3443
Epoch 48/1000 - Train Loss: 1.3259, Val Loss: 1.3487, Test Loss: 1.3464
Epoch 49/1000 - Train Loss: 1.3189, Val Loss: 1.3487, Test Loss: 1.3451
Epoch 50/1000 - Train Loss: 1.3204, Val Loss: 1.3487, Test Loss: 1.3436
Epoch 51/1000 - Train Loss: 1.3219, Val Loss: 1.3487, Test Loss: 1.3437
Epoch 52/1000 - Train Loss: 1.3210, Val Loss: 1.3486, Test Loss: 1.3445
Epoch 53/1000 - Train Loss: 1.3192, Val Loss: 1.3486, Test Loss: 1.3445
Epoch 54/1000 - Train Loss: 1.3174, Val Loss: 1.3486, Test Loss: 1.3437
Epoch 55/1000 - Train Loss: 1.3213, Val Loss: 1.3487, Test Loss: 1.3439
Epoch 56/1000 - Train Loss: 1.3194, Val Loss: 1.3487, Test Loss: 1.3437
Epoch 57/1000 - Train Loss: 1.3203, Val Loss: 1.3486, Test Loss: 1.3439
Epoch 58/1000 - Train Loss: 1.3184, Val Loss: 1.3487, Test Loss: 1.3441
Epoch 59/1000 - Train Loss: 1.3212, Val Loss: 1.3486, Test Loss: 1.3455
Epoch 60/1000 - Train Loss: 1.3201, Val Loss: 1.3486, Test Loss: 1.3443
Epoch 61/1000 - Train Loss: 1.3201, Val Loss: 1.3492, Test Loss: 1.3488
Epoch 62/1000 - Train Loss: 1.3206, Val Loss: 1.3486, Test Loss: 1.3470
Epoch 63/1000 - Train Loss: 1.3214, Val Loss: 1.3487, Test Loss: 1.3440
Epoch 64/1000 - Train Loss: 1.3203, Val Loss: 1.3487, Test Loss: 1.3436
Epoch 65/1000 - Train Loss: 1.3187, Val Loss: 1.3487, Test Loss: 1.3468
Epoch 66/1000 - Train Loss: 1.3245, Val Loss: 1.3487, Test Loss: 1.3436
Epoch 67/1000 - Train Loss: 1.3210, Val Loss: 1.3486, Test Loss: 1.3445
Epoch 68/1000 - Train Loss: 1.3225, Val Loss: 1.3486, Test Loss: 1.3480
Epoch 69/1000 - Train Loss: 1.3193, Val Loss: 1.3486, Test Loss: 1.3449
Epoch 70/1000 - Train Loss: 1.3222, Val Loss: 1.3487, Test Loss: 1.3489
Epoch 71/1000 - Train Loss: 1.3218, Val Loss: 1.3486, Test Loss: 1.3463
Epoch 72/1000 - Train Loss: 1.3216, Val Loss: 1.3487, Test Loss: 1.3453
Epoch 73/1000 - Train Loss: 1.3173, Val Loss: 1.3487, Test Loss: 1.3448
Epoch 74/1000 - Train Loss: 1.3307, Val Loss: 1.3487, Test Loss: 1.3439
Epoch 75/1000 - Train Loss: 1.3208, Val Loss: 1.3487, Test Loss: 1.3437
Epoch 76/1000 - Train Loss: 1.3200, Val Loss: 1.3486, Test Loss: 1.3442
Epoch 77/1000 - Train Loss: 1.3243, Val Loss: 1.3486, Test Loss: 1.3436
Epoch 78/1000 - Train Loss: 1.3193, Val Loss: 1.3486, Test Loss: 1.3482
Epoch 79/1000 - Train Loss: 1.3200, Val Loss: 1.3486, Test Loss: 1.3437
Epoch 80/1000 - Train Loss: 1.3188, Val Loss: 1.3486, Test Loss: 1.3437
Epoch 81/1000 - Train Loss: 1.3190, Val Loss: 1.3486, Test Loss: 1.3437
Epoch 82/1000 - Train Loss: 1.3169, Val Loss: 1.3486, Test Loss: 1.3443
Epoch 83/1000 - Train Loss: 1.3216, Val Loss: 1.3486, Test Loss: 1.3456
Epoch 84/1000 - Train Loss: 1.3223, Val Loss: 1.3486, Test Loss: 1.3471
Epoch 85/1000 - Train Loss: 1.3202, Val Loss: 1.3486, Test Loss: 1.3437
Epoch 86/1000 - Train Loss: 1.3207, Val Loss: 1.3486, Test Loss: 1.3440
Epoch 87/1000 - Train Loss: 1.3186, Val Loss: 1.3486, Test Loss: 1.3444
Epoch 88/1000 - Train Loss: 1.3213, Val Loss: 1.3486, Test Loss: 1.3441
Epoch 89/1000 - Train Loss: 1.3234, Val Loss: 1.3486, Test Loss: 1.3438
Epoch 90/1000 - Train Loss: 1.3205, Val Loss: 1.3486, Test Loss: 1.3451
Epoch 91/1000 - Train Loss: 1.3216, Val Loss: 1.3486, Test Loss: 1.3441
Epoch 92/1000 - Train Loss: 1.3181, Val Loss: 1.3486, Test Loss: 1.3437
Epoch 93/1000 - Train Loss: 1.3192, Val Loss: 1.3485, Test Loss: 1.3440
Epoch 94/1000 - Train Loss: 1.3201, Val Loss: 1.3485, Test Loss: 1.3445
Epoch 95/1000 - Train Loss: 1.3201, Val Loss: 1.3486, Test Loss: 1.3437
Epoch 96/1000 - Train Loss: 1.3209, Val Loss: 1.3485, Test Loss: 1.3455
Epoch 97/1000 - Train Loss: 1.3215, Val Loss: 1.3485, Test Loss: 1.3446
Epoch 98/1000 - Train Loss: 1.3184, Val Loss: 1.3485, Test Loss: 1.3438
Epoch 99/1000 - Train Loss: 1.3173, Val Loss: 1.3486, Test Loss: 1.3441
Epoch 100/1000 - Train Loss: 1.3227, Val Loss: 1.3485, Test Loss: 1.3466
Epoch 101/1000 - Train Loss: 1.3178, Val Loss: 1.3485, Test Loss: 1.3439
Epoch 102/1000 - Train Loss: 1.3196, Val Loss: 1.3485, Test Loss: 1.3437
Epoch 103/1000 - Train Loss: 1.3233, Val Loss: 1.3486, Test Loss: 1.3495
Epoch 104/1000 - Train Loss: 1.3207, Val Loss: 1.3485, Test Loss: 1.3443
Epoch 105/1000 - Train Loss: 1.3201, Val Loss: 1.3485, Test Loss: 1.3453
Epoch 106/1000 - Train Loss: 1.3213, Val Loss: 1.3486, Test Loss: 1.3461
Epoch 107/1000 - Train Loss: 1.3200, Val Loss: 1.3485, Test Loss: 1.3447
Epoch 108/1000 - Train Loss: 1.3171, Val Loss: 1.3485, Test Loss: 1.3454
Epoch 109/1000 - Train Loss: 1.3199, Val Loss: 1.3485, Test Loss: 1.3438
Epoch 110/1000 - Train Loss: 1.3245, Val Loss: 1.3485, Test Loss: 1.3445
Epoch 111/1000 - Train Loss: 1.3200, Val Loss: 1.3485, Test Loss: 1.3449
Epoch 112/1000 - Train Loss: 1.3177, Val Loss: 1.3485, Test Loss: 1.3438
Epoch 113/1000 - Train Loss: 1.3178, Val Loss: 1.3485, Test Loss: 1.3475
Epoch 114/1000 - Train Loss: 1.3230, Val Loss: 1.3485, Test Loss: 1.3437
Epoch 115/1000 - Train Loss: 1.3226, Val Loss: 1.3485, Test Loss: 1.3452
Epoch 116/1000 - Train Loss: 1.3206, Val Loss: 1.3485, Test Loss: 1.3438
Epoch 117/1000 - Train Loss: 1.3196, Val Loss: 1.3485, Test Loss: 1.3444
Epoch 118/1000 - Train Loss: 1.3173, Val Loss: 1.3485, Test Loss: 1.3448
Epoch 119/1000 - Train Loss: 1.3257, Val Loss: 1.3485, Test Loss: 1.3443
Epoch 120/1000 - Train Loss: 1.3175, Val Loss: 1.3485, Test Loss: 1.3453
Epoch 121/1000 - Train Loss: 1.3214, Val Loss: 1.3485, Test Loss: 1.3446
Epoch 122/1000 - Train Loss: 1.3214, Val Loss: 1.3485, Test Loss: 1.3447
Epoch 123/1000 - Train Loss: 1.3203, Val Loss: 1.3485, Test Loss: 1.3438
Epoch 124/1000 - Train Loss: 1.3179, Val Loss: 1.3485, Test Loss: 1.3440
Epoch 125/1000 - Train Loss: 1.3211, Val Loss: 1.3484, Test Loss: 1.3473
Epoch 126/1000 - Train Loss: 1.3192, Val Loss: 1.3484, Test Loss: 1.3440
Epoch 127/1000 - Train Loss: 1.3213, Val Loss: 1.3485, Test Loss: 1.3438
Epoch 128/1000 - Train Loss: 1.3180, Val Loss: 1.3485, Test Loss: 1.3450
Epoch 129/1000 - Train Loss: 1.3166, Val Loss: 1.3485, Test Loss: 1.3439
Epoch 130/1000 - Train Loss: 1.3190, Val Loss: 1.3485, Test Loss: 1.3442
Epoch 131/1000 - Train Loss: 1.3181, Val Loss: 1.3485, Test Loss: 1.3479
Epoch 132/1000 - Train Loss: 1.3197, Val Loss: 1.3485, Test Loss: 1.3450
Epoch 133/1000 - Train Loss: 1.3156, Val Loss: 1.3485, Test Loss: 1.3442
Epoch 134/1000 - Train Loss: 1.3213, Val Loss: 1.3485, Test Loss: 1.3440
Epoch 135/1000 - Train Loss: 1.3189, Val Loss: 1.3485, Test Loss: 1.3440
Epoch 136/1000 - Train Loss: 1.3186, Val Loss: 1.3485, Test Loss: 1.3450
Epoch 137/1000 - Train Loss: 1.3194, Val Loss: 1.3485, Test Loss: 1.3440
Epoch 138/1000 - Train Loss: 1.3205, Val Loss: 1.3485, Test Loss: 1.3439
Epoch 139/1000 - Train Loss: 1.3182, Val Loss: 1.3484, Test Loss: 1.3485
Epoch 140/1000 - Train Loss: 1.3221, Val Loss: 1.3484, Test Loss: 1.3460
Epoch 141/1000 - Train Loss: 1.3204, Val Loss: 1.3484, Test Loss: 1.3451
Epoch 142/1000 - Train Loss: 1.3203, Val Loss: 1.3484, Test Loss: 1.3465
Epoch 143/1000 - Train Loss: 1.3169, Val Loss: 1.3484, Test Loss: 1.3439
Epoch 144/1000 - Train Loss: 1.3191, Val Loss: 1.3484, Test Loss: 1.3445
Epoch 145/1000 - Train Loss: 1.3199, Val Loss: 1.3484, Test Loss: 1.3449
Epoch 146/1000 - Train Loss: 1.3236, Val Loss: 1.3484, Test Loss: 1.3452
Epoch 147/1000 - Train Loss: 1.3201, Val Loss: 1.3484, Test Loss: 1.3439
Epoch 148/1000 - Train Loss: 1.3190, Val Loss: 1.3484, Test Loss: 1.3440
Epoch 149/1000 - Train Loss: 1.3184, Val Loss: 1.3484, Test Loss: 1.3446
