dataset,loss_type,compress_type,compress_size,input_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
ATAC_JV_adipose,square,median,2000,1,1,2,1,24,2.187514306846869,1.3914213603059762,2.322653789295029,93.89189314842224
ATAC_JV_adipose,square,median,2000,1,1,2,2,147,2.4181622274862358,1.629927470269401,1.9761751092752624,214.0481719970703
ATAC_JV_adipose,square,median,2000,1,1,4,1,15,2.1598045753739177,1.392816455019638,2.3125390807467303,98.05233836174013
ATAC_JV_adipose,square,median,2000,1,1,4,2,37,2.4225616436967226,1.6530963293864096,1.9702003589171044,115.9896183013916
ATAC_JV_adipose,square,median,2000,1,1,8,1,8,2.2000159136839788,1.3918475630925968,2.3169939071022414,83.3928005695343
ATAC_JV_adipose,square,median,2000,1,1,8,2,106,2.259347235434294,1.571213102079293,1.9273057342148767,186.23323798179624
ATAC_JV_adipose,square,median,2000,1,2,16,1,35,2.1236400252142182,1.4064653624064525,2.3105586520141017,340.6834626197815
ATAC_JV_adipose,square,median,2000,1,2,16,2,118,2.001766044202876,1.4502122975801202,2.0848643494542425,578.5531904697418
ATAC_JV_adipose,square,median,2000,1,2,2,1,24,2.1744383005360928,1.39077108590398,2.3175065012534546,204.9093599319458
ATAC_JV_adipose,square,median,2000,1,2,2,2,89,2.3808557252956755,1.6180929578840733,1.966701826911326,345.24110674858093
ATAC_JV_adipose,square,median,2000,1,2,4,1,15,2.185144823076018,1.3909462772263217,2.319840410309652,205.0407037734985
ATAC_JV_adipose,square,median,2000,1,2,4,2,269,2.254548106556093,1.3971614061315036,1.9684122211948432,886.5493845939636
ATAC_JV_adipose,square,median,2000,1,2,8,1,9,2.195354334189502,1.3908691097510746,2.3180396393811664,187.06752943992612
ATAC_JV_adipose,square,median,2000,1,2,8,2,109,1.9612411162107728,1.55769960637289,2.033246874922856,440.2512741088867
ATAC_JV_adipose,linear,mean,100,1,1,16,1,37,1.0345875633006194,0.8263061046600342,1.118012262805956,2235.55104136467
ATAC_JV_adipose,linear,mean,100,1,1,16,2,264,1.0334169960021973,0.9581036025827582,1.0063075689765495,6220.562741518021
ATAC_JV_adipose,linear,mean,100,1,1,2,1,18,1.0485882856407944,0.8278907871246338,1.1056966825162984,1041.1212232112885
ATAC_JV_adipose,linear,mean,100,1,1,2,2,46,1.1255816677638462,1.021410584449768,1.006283343322878,1279.6579003334043
ATAC_JV_adipose,linear,mean,100,1,1,4,1,10,1.050421106572054,0.8278968334197998,1.1064533163967742,1168.5418531894684
ATAC_JV_adipose,linear,mean,100,1,1,4,2,207,1.0749569838387625,0.9880471771413628,1.002135193444849,4184.780972957611
ATAC_JV_adipose,linear,mean,100,1,1,8,1,5,1.0739456001593142,0.8288185405731201,1.1046918059048587,1027.8685069084167
ATAC_JV_adipose,linear,mean,100,1,1,8,2,120,1.0507741028921944,0.9822010668841276,0.9877656242711758,2559.204815864563
ATAC_JV_adipose,linear,mean,100,1,2,16,1,37,1.044071508913624,0.8266150379180908,1.1091933446387725,4858.062652587891
ATAC_JV_adipose,linear,mean,100,1,2,16,2,202,0.9493406867980956,0.9184748801318082,0.9899896606197202,11873.543838262558
ATAC_JV_adipose,linear,mean,100,1,2,2,1,18,1.0499411894350636,0.8291004848480225,1.105685229715147,2144.474409341812
ATAC_JV_adipose,linear,mean,100,1,2,2,2,225,1.0718027905055454,0.9905499870126898,1.0459177920488807,7514.632497310638
ATAC_JV_adipose,linear,mean,100,1,2,4,1,10,1.0557062333943892,0.829469518661499,1.105292607660163,2409.26526427269
ATAC_JV_adipose,linear,mean,100,1,2,4,2,119,1.0723344285147531,0.9896405935287476,1.0352182136318548,5739.478971004486
ATAC_JV_adipose,linear,mean,100,1,2,8,1,35,1.039898089000157,0.8283438587188721,1.111393675956552,2976.7751636505127
ATAC_JV_adipose,linear,mean,100,1,2,8,2,121,1.009948422568185,0.9628605517474088,0.9891947168644852,5494.882395744324
ATAC_JV_adipose,linear,mean,1000,1,1,16,1,37,1.0498241405097806,0.8298854160308838,1.106495674342325,284.10415410995483
ATAC_JV_adipose,linear,mean,1000,1,1,16,2,299,1.0465549387250628,0.9077919288115068,0.9405356267603432,850.0578782558441
ATAC_JV_adipose,linear,mean,1000,1,1,2,1,18,1.0500464634019502,0.8290578556060791,1.106088207192617,134.00981450080872
ATAC_JV_adipose,linear,mean,1000,1,1,2,2,46,1.124715153830392,1.0180139866742222,1.0069935166738866,169.34243869781494
ATAC_JV_adipose,linear,mean,1000,1,1,4,1,10,1.0523939667915811,0.829092092514038,1.1066678931179657,151.3026955127716
ATAC_JV_adipose,linear,mean,1000,1,1,4,2,46,1.1214263779776437,1.0131373080340298,1.003741212007476,204.35297679901123
ATAC_JV_adipose,linear,mean,1000,1,1,8,1,5,1.0755294245116565,0.8299968242645264,1.10552961096916,127.52872443199158
ATAC_JV_adipose,linear,mean,1000,1,1,8,2,76,1.1191458320617675,1.0078800266439265,1.0024906813613768,235.5070958137512
ATAC_JV_adipose,linear,mean,1000,1,2,16,1,37,1.0515148299080983,0.8294626903533936,1.1065191983087967,574.7959949970245
ATAC_JV_adipose,linear,mean,1000,1,2,16,2,22,1.1248948696681431,1.016506400975314,1.0009876596249216,462.1051824092865
ATAC_JV_adipose,linear,mean,1000,1,2,2,1,18,1.0498492182517538,0.8290770626068116,1.1057358441287524,295.1691656112671
ATAC_JV_adipose,linear,mean,1000,1,2,2,2,99,1.120241756439209,1.0038750713521785,1.017122547800948,585.7849171161652
ATAC_JV_adipose,linear,mean,1000,1,2,4,1,10,1.055585087562094,0.829445161819458,1.1053220452783314,318.0796403884888
ATAC_JV_adipose,linear,mean,1000,1,2,4,2,87,1.1050617681230817,0.992683703249151,1.003380428484785,666.2243511676788
ATAC_JV_adipose,linear,mean,1000,1,2,8,1,6,1.0534935630097682,0.8299743556976318,1.106983698666368,297.83881545066833
ATAC_JV_adipose,linear,mean,1000,1,2,8,2,129,1.028932707650321,0.9349926710128784,0.936387502081026,764.5591478347778
ATAC_JV_adipose,linear,mean,2000,1,1,16,1,37,1.0518172127859933,0.8297536182403564,1.1071586783073808,162.40640234947205
ATAC_JV_adipose,linear,mean,2000,1,1,16,2,149,1.0360182544163294,0.9205613894896074,0.982084776327862,301.1815483570099
ATAC_JV_adipose,linear,mean,2000,1,1,2,1,18,1.0497714597351695,0.8292858600616455,1.1062116579378032,84.2225022315979
ATAC_JV_adipose,linear,mean,2000,1,1,2,2,37,1.1242201805114749,1.0186310573057695,1.0089116929992428,99.2010805606842
ATAC_JV_adipose,linear,mean,2000,1,1,4,1,10,1.05263276002845,0.8293813800811768,1.1066430714576756,91.84238266944884
ATAC_JV_adipose,linear,mean,2000,1,1,4,2,29,1.1230124691554475,1.0189624591307207,1.007753726912708,105.50992441177368
ATAC_JV_adipose,linear,mean,2000,1,1,8,1,5,1.076452907250852,0.8306263256072998,1.1053768967928952,78.76867365837097
ATAC_JV_adipose,linear,mean,2000,1,1,8,2,199,1.0438142531258718,0.9306967800313776,0.988211087095059,273.4106616973877
ATAC_JV_adipose,linear,mean,2000,1,2,16,1,37,1.0515349203226518,0.8294852161407471,1.1065472859770196,335.8105642795563
ATAC_JV_adipose,linear,mean,2000,1,2,16,2,176,0.8295062419346401,0.8519017696380615,0.9299141759794902,756.1445038318634
ATAC_JV_adipose,linear,mean,2000,1,2,2,1,18,1.049885365427757,0.8290804195404052,1.1057133696394967,185.61601424217224
ATAC_JV_adipose,linear,mean,2000,1,2,2,2,51,1.1316925948006766,1.0203843008388171,1.0107772272776785,273.47084617614746
ATAC_JV_adipose,linear,mean,2000,1,2,4,1,10,1.0562665997719278,0.8294794178009033,1.1052811940511067,194.4708335399628
ATAC_JV_adipose,linear,mean,2000,1,2,4,2,203,0.9532048688616072,0.933349219235507,0.9209091876580464,712.3514235019684
ATAC_JV_adipose,linear,mean,2000,1,2,8,1,6,1.0532646081885513,0.8303108501434326,1.1072356385183115,180.03303337097168
ATAC_JV_adipose,linear,mean,2000,1,2,8,2,256,0.8748422077723912,0.8638197508725253,0.8674792371145109,780.9351992607117
ATAC_JV_adipose,linear,median,100,1,1,16,1,12,1.0406531606401717,0.825768461227417,1.1077179103137151,1604.5496411323547
ATAC_JV_adipose,linear,median,100,1,1,16,2,205,1.0536805861336844,0.9696091630242089,0.996971221474128,5305.955401420593
ATAC_JV_adipose,linear,median,100,1,1,2,1,18,1.0484715481193698,0.8279019832611084,1.1057428377404062,992.611609697342
ATAC_JV_adipose,linear,median,100,1,1,2,2,46,1.1254902131216866,1.0209804339842363,1.0064190441999978,1281.3391134738922
ATAC_JV_adipose,linear,median,100,1,1,4,1,10,1.050521539182079,0.8278930187225342,1.1063682477768153,1157.7842769622805
ATAC_JV_adipose,linear,median,100,1,1,4,2,297,1.074267613547189,0.9832429127259688,0.9953328942864892,5737.302566766739
ATAC_JV_adipose,linear,median,100,1,1,8,1,86,1.036525020793993,0.8279031085968017,1.1242856282621758,2243.511524915695
ATAC_JV_adipose,linear,median,100,1,1,8,2,443,1.0064089230128697,0.957838849587874,0.9703694455991916,6710.775709867477
ATAC_JV_adipose,linear,median,100,1,2,16,1,32,1.0420878420070725,0.8270057010650634,1.1104976009560503,4487.799726009369
ATAC_JV_adipose,linear,median,100,1,2,16,2,137,0.9349208641052246,0.9630106470801614,0.992991050084432,8083.282408475876
ATAC_JV_adipose,linear,median,100,1,2,2,1,18,1.0497711531969969,0.8290798091888427,1.1057837499331122,2072.5777044296265
ATAC_JV_adipose,linear,median,100,1,2,2,2,156,1.076407985687256,0.9888704798438332,1.0252631214576038,5550.577645778656
ATAC_JV_adipose,linear,median,100,1,2,4,1,10,1.0553197909374623,0.8293518352508545,1.1053994540210184,2297.358159542084
ATAC_JV_adipose,linear,median,100,1,2,4,2,187,1.047389749799456,0.9664778384295376,1.0173752075288354,7870.521143436432
ATAC_JV_adipose,linear,median,100,1,2,8,1,37,1.0390782502232765,0.8272730350494385,1.116547845814326,2950.727908372879
ATAC_JV_adipose,linear,median,100,1,2,8,2,144,0.9752015004839216,0.9298891696062956,0.9609901672456322,6117.27441239357
ATAC_JV_adipose,linear,median,1000,1,1,16,1,37,1.0500327421694386,0.8291044330596924,1.1060990024375044,288.8092534542084
ATAC_JV_adipose,linear,median,1000,1,1,16,2,223,1.0335236985342844,0.9229638468135488,0.961173096323401,700.0881884098053
ATAC_JV_adipose,linear,median,1000,1,1,2,1,18,1.0499278525916895,0.829119234085083,1.1058908270918617,134.8437705039978
ATAC_JV_adipose,linear,median,1000,1,1,2,2,29,1.1255757876804895,1.0212102044712414,1.0089769615390436,148.81976222991943
ATAC_JV_adipose,linear,median,1000,1,1,4,1,10,1.052354822353441,0.8292063045501709,1.106385527136119,156.31084537506104
ATAC_JV_adipose,linear,median,1000,1,1,4,2,22,1.126512268611363,1.020643721927296,1.008892836609507,159.56009912490845
ATAC_JV_adipose,linear,median,1000,1,1,8,1,5,1.0751872208653663,0.8301574230194092,1.1053601878963104,132.71984386444092
ATAC_JV_adipose,linear,median,1000,1,1,8,2,40,1.1220236451285226,1.013632590120489,1.0062751440497917,173.0190451145172
ATAC_JV_adipose,linear,median,1000,1,2,16,1,37,1.0515184597093232,0.8294698429107666,1.1065296538888592,567.9809057712555
ATAC_JV_adipose,linear,median,1000,1,2,16,2,83,1.1204494203839983,0.9877261356873944,1.0041314780227537,703.7755467891693
ATAC_JV_adipose,linear,median,1000,1,2,2,1,18,1.0499244855374703,0.8290959072113037,1.1056923060656685,300.90978169441223
ATAC_JV_adipose,linear,median,1000,1,2,2,2,46,1.125622397831508,1.0207809860056096,1.0077610112787263,401.57357478141785
ATAC_JV_adipose,linear,median,1000,1,2,4,1,10,1.0557867458888464,0.8295054149627685,1.1052627040915293,324.8278343677521
ATAC_JV_adipose,linear,median,1000,1,2,4,2,67,1.104228548322405,1.000060113993558,1.0167879476779844,534.5854668617249
ATAC_JV_adipose,linear,median,1000,1,2,8,1,6,1.053621194800552,0.8301113033294678,1.107085058133896,298.2912142276764
ATAC_JV_adipose,linear,median,1000,1,2,8,2,129,1.0183467183794297,0.932100848718123,0.9792957053921088,747.8441610336304
ATAC_JV_adipose,linear,median,2000,1,1,16,1,37,1.0519971604249916,0.8294618511199952,1.1064287298890554,162.19383144378662
ATAC_JV_adipose,linear,median,2000,1,1,16,2,175,1.12331330708095,1.0096554647792468,1.0018231015864427,342.7540633678436
ATAC_JV_adipose,linear,median,2000,1,1,2,1,18,1.0498603314769512,0.8291703701019287,1.1058879834876212,89.96783947944641
ATAC_JV_adipose,linear,median,2000,1,1,2,2,29,1.1254542895725794,1.0215734460137107,1.0093271189588842,94.5038959980011
ATAC_JV_adipose,linear,median,2000,1,1,4,1,10,1.0522331850869315,0.8293085956573486,1.1063876957653864,94.84436058998108
ATAC_JV_adipose,linear,median,2000,1,1,4,2,22,1.1264135987418038,1.0206224593249231,1.0086751972756736,100.08700895309448
ATAC_JV_adipose,linear,median,2000,1,1,8,1,5,1.0758986229799232,0.8307127666473388,1.1051577650793067,81.44605922698975
ATAC_JV_adipose,linear,median,2000,1,1,8,2,22,1.1216270365033831,1.0189442959698765,1.0079623489845089,93.67796850204468
ATAC_JV_adipose,linear,median,2000,1,2,16,1,37,1.051606372911103,0.8295968723297119,1.1066727660018014,349.0055773258209
ATAC_JV_adipose,linear,median,2000,1,2,16,2,201,0.9091678728376116,0.8910609158602628,1.0647930905101746,783.7104790210724
ATAC_JV_adipose,linear,median,2000,1,2,2,1,18,1.0498779209292666,0.8290804195404052,1.1057181510751106,194.69156694412231
ATAC_JV_adipose,linear,median,2000,1,2,2,2,41,1.1248778779166086,1.0209772044962102,1.0081214575263542,239.33825492858887
ATAC_JV_adipose,linear,median,2000,1,2,4,1,10,1.0558620083088777,0.8295302867889405,1.105236719732415,199.0649733543396
ATAC_JV_adipose,linear,median,2000,1,2,4,2,99,1.0884478650774274,0.9828196547248148,1.0189666612361503,430.8718390464783
ATAC_JV_adipose,linear,median,2000,1,2,8,1,6,1.0534465945496851,0.8302183628082276,1.1071619704433773,187.11866331100464
ATAC_JV_adipose,linear,median,2000,1,2,8,2,72,1.0617352431161062,0.962428168817,0.9937135824343052,339.58261370658875
CTCF_TDH_ENCODE,square,mean,100,1,1,16,1,50,1.5060503884570864,2.065762825484853,1.1941187741800343,1160.8507902622223
CTCF_TDH_ENCODE,square,mean,100,1,1,16,2,80,1.2680949098604328,0.9024289747948762,1.609989998357582,1163.5497806072235
CTCF_TDH_ENCODE,square,mean,100,1,1,2,1,137,1.4954630119551813,2.091397773521021,1.1991851973995966,1010.231103658676
CTCF_TDH_ENCODE,square,mean,100,1,1,2,2,172,1.2657415411190074,0.9018285832083648,1.6109219898290963,1104.3350648880005
CTCF_TDH_ENCODE,square,mean,100,1,1,4,1,137,1.4964650457020467,2.087239737669006,1.1965059123051884,1455.124947309494
CTCF_TDH_ENCODE,square,mean,100,1,1,4,2,134,1.2650536769521492,0.9013653871358176,1.6104197913106075,1252.4626460075378
CTCF_TDH_ENCODE,square,mean,100,1,1,8,1,50,1.4989634785670205,2.081452119899041,1.1966545632790908,731.0923471450806
CTCF_TDH_ENCODE,square,mean,100,1,1,8,2,95,1.2682072261970407,0.902397962376306,1.610480961304904,921.3250291347504
CTCF_TDH_ENCODE,square,mean,100,1,2,16,1,50,1.5063935720023345,2.066928083566017,1.1957663028754593,2556.1726207733154
CTCF_TDH_ENCODE,square,mean,100,1,2,16,2,237,0.6459598258631165,0.8298080042004585,1.0525697970453194,5752.9993715286255
CTCF_TDH_ENCODE,square,mean,100,1,2,2,1,137,1.4959350693627642,2.0917355311103165,1.2002749697574129,2080.5425062179565
CTCF_TDH_ENCODE,square,mean,100,1,2,2,2,107,1.273623480836847,0.9049784503877164,1.613310230194415,1596.8152406215668
CTCF_TDH_ENCODE,square,mean,100,1,2,4,1,241,1.4989480314789734,2.083241406468733,1.1977832794876857,4409.259518861771
CTCF_TDH_ENCODE,square,mean,100,1,2,4,2,72,1.2747862712348077,0.9049407081568942,1.6131204925121132,1765.3005213737488
CTCF_TDH_ENCODE,square,mean,100,1,2,8,1,50,1.4991630294706482,2.0832018583394527,1.1984354712947691,1637.641310930252
CTCF_TDH_ENCODE,square,mean,100,1,2,8,2,45,1.2761241243109662,0.9049637407502708,1.6131370992112275,1328.600244998932
CTCF_TDH_ENCODE,square,mean,1000,1,1,16,1,50,1.506128192934109,2.0639838905539363,1.1947318698148592,151.53757190704346
CTCF_TDH_ENCODE,square,mean,1000,1,1,16,2,34,1.2869266599884566,0.904859052861438,1.6120644666905497,111.93977332115172
CTCF_TDH_ENCODE,square,mean,1000,1,1,2,1,345,1.48733492500245,2.000257384288125,1.1767910498387035,276.00731801986694
CTCF_TDH_ENCODE,square,mean,1000,1,1,2,2,109,1.271643593361768,0.9048714887569932,1.612551282578129,116.46235871315002
CTCF_TDH_ENCODE,square,mean,1000,1,1,4,1,594,1.5316735226944542,1.2128109874953226,0.6670439126513278,550.4263985157013
CTCF_TDH_ENCODE,square,mean,1000,1,1,4,2,70,1.2772869177392003,0.9046901701127782,1.6121826649664863,112.31147861480711
CTCF_TDH_ENCODE,square,mean,1000,1,1,8,1,50,1.4990271038970184,2.0797656415670644,1.1972315038327084,98.6599690914154
