dataset,compress_type,compress_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
H3K27me3_RL_cancer,mean,1000,2,4,2,19,1.2797791079470986,0.5062534934596011,1.3300598671561794,501.6815776824951
