dataset,compress_type,compress_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
H3K27ac-H3K4me3_TDHAM_BP,mean,2000,1,16,2,47,0.37811784255198944,0.43571664476552024,0.4029155921551489,7624.778439998627
