dataset,loss_type,compress_type,compress_size,input_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
H3K4me3_TDH_ENCODE,linear,mean,2000,1,1,4,1,58,0.5108401924371719,0.31607935163709855,0.5732796051922966,28.69082260131836
