dataset,compress_type,compress_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
CTCF_TDH_ENCODE,mean,2000,2,16,2,42,0.3168898340481431,0.4924149232752183,0.5349643571036202,1443.078269958496
