dataset,compress_type,compress_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
H3K36me3_TDH_immune,mean,2000,2,16,1,209,0.2104498056265024,0.6022570133209229,0.715147590637207,1278.1881127357483
