H3K36me3_AM_immune median 1000 2 4 2
cpu
Epoch 1/1000 - Train Loss: 9.0482, Val Loss: 7.9577, Test Loss: 8.1090
Epoch 2/1000 - Train Loss: 7.5734, Val Loss: 6.6039, Test Loss: 6.7579
Epoch 3/1000 - Train Loss: 6.3815, Val Loss: 5.5579, Test Loss: 5.7115
Epoch 4/1000 - Train Loss: 5.3980, Val Loss: 4.6175, Test Loss: 4.7708
Epoch 5/1000 - Train Loss: 4.4807, Val Loss: 3.7189, Test Loss: 3.8721
Epoch 6/1000 - Train Loss: 3.5943, Val Loss: 2.8429, Test Loss: 2.9960
Epoch 7/1000 - Train Loss: 2.7257, Val Loss: 1.9810, Test Loss: 2.1341
Epoch 8/1000 - Train Loss: 1.8885, Val Loss: 1.1743, Test Loss: 1.3380
Epoch 9/1000 - Train Loss: 1.1844, Val Loss: 0.6542, Test Loss: 0.7973
Epoch 10/1000 - Train Loss: 0.7380, Val Loss: 0.4279, Test Loss: 0.5287
Epoch 11/1000 - Train Loss: 0.5338, Val Loss: 0.3342, Test Loss: 0.3851
Epoch 12/1000 - Train Loss: 0.4286, Val Loss: 0.3023, Test Loss: 0.3177
Epoch 13/1000 - Train Loss: 0.3742, Val Loss: 0.2921, Test Loss: 0.2830
Epoch 14/1000 - Train Loss: 0.3435, Val Loss: 0.2991, Test Loss: 0.2720
Epoch 15/1000 - Train Loss: 0.3300, Val Loss: 0.3080, Test Loss: 0.2670
Epoch 16/1000 - Train Loss: 0.3265, Val Loss: 0.3144, Test Loss: 0.2653
Epoch 17/1000 - Train Loss: 0.3257, Val Loss: 0.3188, Test Loss: 0.2647
Epoch 18/1000 - Train Loss: 0.3252, Val Loss: 0.3212, Test Loss: 0.2645
Epoch 19/1000 - Train Loss: 0.3248, Val Loss: 0.3241, Test Loss: 0.2645
Epoch 20/1000 - Train Loss: 0.3250, Val Loss: 0.3252, Test Loss: 0.2645
Epoch 21/1000 - Train Loss: 0.3250, Val Loss: 0.3265, Test Loss: 0.2645
Epoch 22/1000 - Train Loss: 0.3252, Val Loss: 0.3300, Test Loss: 0.2646
Epoch 23/1000 - Train Loss: 0.3243, Val Loss: 0.3289, Test Loss: 0.2646
Epoch 24/1000 - Train Loss: 0.3240, Val Loss: 0.3305, Test Loss: 0.2647
