H3K27me3_RL_cancer median 2000 2 8 1
cpu
Epoch 1/1000 - Train Loss: 14.4578, Val Loss: 15.4135, Test Loss: 14.0297
Epoch 2/1000 - Train Loss: 13.3376, Val Loss: 14.1778, Test Loss: 12.8018
Epoch 3/1000 - Train Loss: 12.1939, Val Loss: 13.2010, Test Loss: 11.8323
Epoch 4/1000 - Train Loss: 11.3718, Val Loss: 12.4726, Test Loss: 11.1056
Epoch 5/1000 - Train Loss: 10.6858, Val Loss: 11.8158, Test Loss: 10.4493
Epoch 6/1000 - Train Loss: 10.0473, Val Loss: 11.1917, Test Loss: 9.8254
Epoch 7/1000 - Train Loss: 9.4335, Val Loss: 10.5865, Test Loss: 9.2204
Epoch 8/1000 - Train Loss: 8.8351, Val Loss: 9.9939, Test Loss: 8.6279
Epoch 9/1000 - Train Loss: 8.2472, Val Loss: 9.4102, Test Loss: 8.0442
Epoch 10/1000 - Train Loss: 7.6669, Val Loss: 8.8331, Test Loss: 7.4671
Epoch 11/1000 - Train Loss: 7.0925, Val Loss: 8.2611, Test Loss: 6.8951
Epoch 12/1000 - Train Loss: 6.5226, Val Loss: 7.6932, Test Loss: 6.3272
Epoch 13/1000 - Train Loss: 5.9565, Val Loss: 7.1286, Test Loss: 5.7627
Epoch 14/1000 - Train Loss: 5.3933, Val Loss: 6.5668, Test Loss: 5.2009
Epoch 15/1000 - Train Loss: 4.8327, Val Loss: 6.0073, Test Loss: 4.6414
Epoch 16/1000 - Train Loss: 4.2742, Val Loss: 5.4498, Test Loss: 4.0839
Epoch 17/1000 - Train Loss: 3.7175, Val Loss: 4.8939, Test Loss: 3.5285
Epoch 18/1000 - Train Loss: 3.1836, Val Loss: 4.3631, Test Loss: 3.0086
Epoch 19/1000 - Train Loss: 2.7186, Val Loss: 3.8666, Test Loss: 2.5474
Epoch 20/1000 - Train Loss: 2.3518, Val Loss: 3.4459, Test Loss: 2.1943
Epoch 21/1000 - Train Loss: 2.0715, Val Loss: 3.0747, Test Loss: 1.9160
Epoch 22/1000 - Train Loss: 1.8535, Val Loss: 2.7779, Test Loss: 1.6919
Epoch 23/1000 - Train Loss: 1.6999, Val Loss: 2.5551, Test Loss: 1.5374
Epoch 24/1000 - Train Loss: 1.5675, Val Loss: 2.3602, Test Loss: 1.3935
Epoch 25/1000 - Train Loss: 1.4655, Val Loss: 2.2355, Test Loss: 1.3006
Epoch 26/1000 - Train Loss: 1.3948, Val Loss: 2.1439, Test Loss: 1.2451
Epoch 27/1000 - Train Loss: 1.3462, Val Loss: 2.0643, Test Loss: 1.2035
Epoch 28/1000 - Train Loss: 1.3120, Val Loss: 2.0137, Test Loss: 1.1807
Epoch 29/1000 - Train Loss: 1.2940, Val Loss: 1.9714, Test Loss: 1.1642
Epoch 30/1000 - Train Loss: 1.2849, Val Loss: 1.9332, Test Loss: 1.1522
Epoch 31/1000 - Train Loss: 1.2695, Val Loss: 1.8968, Test Loss: 1.1428
Epoch 32/1000 - Train Loss: 1.2621, Val Loss: 1.8745, Test Loss: 1.1385
Epoch 33/1000 - Train Loss: 1.2575, Val Loss: 1.8695, Test Loss: 1.1377
Epoch 34/1000 - Train Loss: 1.2552, Val Loss: 1.8580, Test Loss: 1.1356
Epoch 35/1000 - Train Loss: 1.2514, Val Loss: 1.8425, Test Loss: 1.1333
