dataset,loss_type,compress_type,compress_size,input_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
H3K27ac_TDH_some,square,mean,1000,1,2,2,2,312,6.080225624886225,0.7012427036650479,3.659856357250591,3864.9380373954773
