dataset,compress_type,compress_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
H3K4me3_PGP_immune,median,2000,1,4,1,14,1.3130100657863002,1.2472518951662126,1.272040088411788,702.3474810123444
