dataset,loss_type,compress_type,compress_size,input_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
H3K27ac-H3K4me3_TDHAM_BP,square,mean,2000,1,2,16,4,60,1.2341479378148452,1.343253665868049,1.1766112821241987,5715.903004646301
H3K27ac-H3K4me3_TDHAM_BP,square,mean,2000,1,2,2,1,420,1.358649246717411,1.0412752697969097,1.4725925094271992,26051.330878019333
H3K27ac-H3K4me3_TDHAM_BP,square,mean,2000,1,2,2,2,299,1.0700827064995244,1.1443988471756492,1.1448443589486546,17979.27938246727
H3K27ac-H3K4me3_TDHAM_BP,square,mean,2000,1,2,2,3,912,1.1488541386560942,0.6182291909642542,1.4650655789835343,51596.339906454086
H3K27ac-H3K4me3_TDHAM_BP,square,mean,2000,1,2,2,4,115,1.232396709381575,1.477130291486883,1.2051620221849042,8690.733563423157
H3K27ac-H3K4me3_TDHAM_BP,square,mean,2000,1,2,4,1,252,1.19378289433865,0.8790629347583157,1.3586171656457855,17044.093098163605
H3K27ac-H3K4me3_TDHAM_BP,square,mean,2000,1,2,4,2,56,1.1895978290661982,1.3256497259903777,1.2022918242762224,5621.665199041367
H3K27ac-H3K4me3_TDHAM_BP,square,mean,2000,1,2,4,3,301,1.1136343236850863,0.6659069828061547,1.2830639187143331,18666.86288833618
H3K27ac-H3K4me3_TDHAM_BP,square,mean,2000,1,2,4,4,123,1.2124615404493404,1.406657060620644,1.1578112843587582,9446.570406198502
H3K27ac-H3K4me3_TDHAM_BP,square,mean,2000,1,2,8,1,58,1.2211449365383735,0.9726784170867752,1.1095948458283005,5634.318427801132
H3K27ac-H3K4me3_TDHAM_BP,square,mean,2000,1,2,8,2,47,1.2124072312665766,1.373482354184534,1.1959152581381247,5266.619463682175
H3K27ac-H3K4me3_TDHAM_BP,square,mean,2000,1,2,8,3,161,1.114719217358495,0.752441258247518,1.2742790653767817,11317.367810964584
H3K27ac-H3K4me3_TDHAM_BP,square,mean,2000,1,2,8,4,115,1.0350896233982867,1.2177665462611829,0.9057621739847844,8355.108769416809
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,1,16,1,32,1.637406978160438,1.4068497106181623,1.7144701735021453,45337.61658668518
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,1,16,2,103,1.4924978118170211,1.4287796419055474,1.4855824857362263,85642.93006134033
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,1,16,3,4,1.7497308054191048,1.1610238399147057,1.5952855079645474,31200.67567753792
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,1,16,4,274,1.509240886345421,1.6596619195989477,1.569190283810601,178975.9447643757
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,1,2,1,291,1.6252424612000234,1.4038829740306922,1.711274298064367,168828.1278810501
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,1,2,2,25,1.623427360859995,1.5906466311839886,1.5631050821647212,38046.39062833786
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,1,2,3,5,1.7865746887817016,1.1611086904213184,1.5844957161667566,30651.486059188843
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,1,2,4,999,1.5791258591412924,1.71648677514586,1.6001524090973438,529261.937994957
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,1,4,1,67,1.6265768753995726,1.4068503570684434,1.7145617932661472,62267.75116968155
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,1,4,2,122,1.6166097718374333,1.576677701654214,1.581335385776972,95052.70076417924
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,1,4,3,4,1.748312634247982,1.1620180870996166,1.5970150425951033,30065.8014023304
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,1,4,4,832,1.485545769612316,1.628030024312067,1.5593565530185092,491093.7654490471
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,1,8,1,56,1.6286929686945486,1.406837501734489,1.715949839567152,58132.95166230202
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,1,8,2,208,1.4748670170661626,1.428405489363952,1.5051529096452565,143307.44205665588
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,1,8,3,10,1.7345676100957124,1.1608586274801442,1.5884284864840763,34309.8168027401
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,1,8,4,38,1.590083484400765,1.7192250888183964,1.6134173828038536,50382.79951143265
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,2,16,1,32,1.6374059819267683,1.4068492889085815,1.7144690972671213,96077.68573284148
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,2,16,2,25,1.6407036805842057,1.5864523662502603,1.561899329454045,81927.87188220024
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,2,16,3,33,1.739592136907561,1.1609647852137763,1.5879924500754896,94005.94048380852
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,2,16,4,30,1.5883988525377244,1.7208658295192472,1.6293033173868223,91208.53281855585
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,2,2,1,15,1.6247680248535536,1.4068412822838845,1.7146687522344504,71146.72403430939
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,2,2,2,5,1.7841776997072152,1.5867139116027962,1.568594240646616,61103.102509737015
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,2,2,3,6,1.7440544055504832,1.1629068396343427,1.5978540466264803,62534.45381975174
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,2,2,4,182,1.5069130499204744,1.6483576492386316,1.5761729549187091,259181.3385064602
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,2,4,1,103,1.4076017197015556,1.1210483074476123,1.4528596000129643,165774.4148876667
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,2,4,2,3,1.7737604023110825,1.5866209834360057,1.5592297549108685,59481.15219259262
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,2,4,3,168,1.5522119282583569,1.019430420363912,1.555343873246942,236262.02889704704
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,2,4,4,38,1.5290576976890002,1.6682459791096165,1.5317976231060375,99593.11004638672
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,2,8,1,42,1.5939390055586455,1.3660030498146505,1.6777578831686195,105837.27632880212
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,2,8,2,52,1.5610150130135354,1.531171573710789,1.4662456170672158,116540.4182908535
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,2,8,3,61,1.54216641629598,1.0175397505630583,1.567521140848953,125066.61154532433
H3K27ac-H3K4me3_TDHAM_BP,square,median,100,1,2,8,4,161,1.3561128726203973,1.4598693002999277,1.301010232261422,238779.36252141
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,1,16,1,230,1.4563434173953154,1.2411672296305072,1.5372725117495438,20581.034234046936
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,1,16,2,99,1.4015502882347437,1.4256404185563514,1.441563112218084,7841.472125291824
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,1,16,3,85,1.5550502541430895,0.9025612370215822,1.5356357197831585,7229.386975765228
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,1,16,4,75,1.4524621551067114,1.58486027264522,1.4893201817839192,6835.171378850937
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,1,2,1,152,1.6130442521276214,1.3674848370362866,1.714948900858636,15520.382571458817
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,1,2,2,5,1.6839672865668809,1.5937415335949614,1.5472400940146938,2949.547074079513
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,1,2,3,5,1.7828772685162864,1.1610028477340044,1.585007850920313,2816.2133531570435
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,1,2,4,116,1.5745290735200808,1.716825057268978,1.6112639926168737,8460.79281759262
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,1,4,1,356,1.442347436281182,1.1836750048468014,1.4820803977133843,30718.88403773308
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,1,4,2,3,1.8052486211857173,1.585006168167893,1.5593517322892636,3986.766502141953
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,1,4,3,4,1.740971429158096,1.160946354305391,1.5921369581664706,2815.7291600704198
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,1,4,4,48,1.577439755646585,1.7166105150365023,1.6162311745219815,5131.3291664123535
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,1,8,1,57,1.5281511731664068,1.176595888675056,1.4498112381800965,5825.458407640457
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,1,8,2,80,1.4962147405800363,1.4364738612853682,1.3874478067133873,7190.608110904694
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,1,8,3,47,1.6043109926277828,0.8608641312713735,1.4674480291906633,5215.380672216415
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,1,8,4,76,1.5039156690072506,1.5752596918297614,1.3030978317525554,6921.642194271088
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,2,16,1,51,1.50606987616967,1.085704162789697,1.6047133645492735,10886.157324552536
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,2,16,2,116,1.5132316552321194,1.4873951871644262,1.3972036544917852,23425.41983985901
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,2,16,3,42,1.571054264672549,0.8429501273824523,1.603618620982047,13761.77151632309
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,2,16,4,29,1.5810578439459089,1.6717764861820863,1.629855372300428,8535.495738267899
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,2,2,1,90,1.4954173536073945,1.197245208893844,1.5010832985445384,13492.605407714844
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,2,2,2,76,1.46116288883371,1.4645252349917957,1.5386891422060158,13095.667596817017
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,2,2,3,60,1.5259497806423945,0.8998998233487752,1.639828501710241,11664.79842209816
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,2,2,4,197,1.4044885931319404,1.5729733914051025,1.3122055401748116,24521.92249393463
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,2,4,1,23,1.568671932563568,1.320675821602671,1.6408051133392303,7977.124166488647
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,2,4,2,18,1.4438131892359356,1.4456985406062748,1.3813628643974587,7415.885924577713
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,2,4,3,108,1.433472872684856,0.8442276296459992,1.5690238565404826,16392.03431367874
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,2,4,4,44,1.3964602252874203,1.5852117977511957,1.3207075379485558,9309.602587461472
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,2,8,1,71,1.435610033577684,1.1267238357537557,1.5223046771275646,12670.89846277237
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,2,8,2,16,1.5334316918316275,1.489023803348792,1.4904973091549965,6872.300855636597
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,2,8,3,31,1.443603402444778,0.899030865409101,1.533481344986857,8738.327144622803
H3K27ac-H3K4me3_TDHAM_BP,square,median,1000,1,2,8,4,35,1.4753467394292643,1.6658028960792428,1.3438194178891971,9754.020313501358
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,1,16,1,143,1.538743147719923,1.305760687175982,1.5739030609803168,5244.722878694534
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,1,16,2,127,1.413635132672095,1.471828264816584,1.2428642182004046,4869.8057606220245
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,1,16,3,60,1.5591548251909315,0.9800296185016244,1.528934803171751,3143.4195811748505
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,1,16,4,20,1.5847860915791072,1.717553004228736,1.6183516804174094,1940.0480043888087
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,1,2,1,198,1.6151172955583164,1.3863470218879044,1.7125291307433226,6661.16413974762
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,1,2,2,5,1.6842547572248276,1.593768515769625,1.5473370215152118,1592.8569269180298
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,1,2,3,5,1.784755786517613,1.1610564558861127,1.58494789763742,1450.980996131897
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,1,2,4,15,1.5799729991932046,1.71897758450809,1.6603803259939214,1831.6136281490328
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,1,4,1,125,1.6145926507078092,1.386229116668498,1.71573645922427,4924.2230615615845
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,1,4,2,3,1.799125306747499,1.585567189828334,1.5575501277874155,1441.9492871761322
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,1,4,3,4,1.7380345591804802,1.1620118467597058,1.592669205780254,1515.6048698425293
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,1,4,4,4,1.5851633179764826,1.7185163454691716,1.6196203180369064,1483.7384901046753
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,1,8,1,197,1.5889077031508825,1.3623993848012963,1.687844331855967,9202.957877397535
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,1,8,2,176,1.504789898897041,1.5269944668428015,1.363908562622401,5851.484516859055
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,1,8,3,2,2.0642206053989973,1.1615420448050524,1.6008019646527458,1442.6590406894684
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,1,8,4,102,1.4503188202415906,1.6219827177428852,1.438974295723254,4127.7570197582245
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,2,16,1,65,1.5412992506313852,1.0572367835850047,1.3939542293104132,6169.250815153122
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,2,16,2,138,1.514336029800492,1.4873480478267738,1.4491146299125204,9730.64566874504
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,2,16,3,132,1.4997684756484138,0.814412516146549,1.5654492820573245,10023.079538106918
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,2,16,4,33,1.5291003987215646,1.636407881937501,1.4671449055239223,4653.084813594818
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,2,2,1,188,1.4314234875903151,1.1147429246075111,1.4288816478193376,12964.62375664711
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,2,2,2,148,1.3600471104766816,1.467129433450747,1.3056068287053295,15031.088763952255
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,2,2,3,185,1.3291030034803244,0.7898263580728477,1.4918020142520163,12957.791128396988
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,2,2,4,70,1.3892158609384158,1.6307190694901617,1.374159990965874,6559.3309552669525
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,2,4,1,184,1.3111841527636354,1.0972072140639495,1.2614304250663724,12779.4559943676
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,2,4,2,71,1.386541794193766,1.5296597666976968,1.4016555168158624,6539.82333111763
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,2,4,3,76,1.413937086910147,0.8064961077699748,1.6257452803316,7003.534162044525
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,2,4,4,131,1.1764007572999111,1.5541825949510546,1.0692019936305723,13347.105121135712
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,2,8,1,60,1.387722198725378,1.1133596177207898,1.2819904398379824,5467.119746923447
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,2,8,2,58,1.441146204676612,1.5040853703486745,1.394796826655751,5594.150194644928
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,2,8,3,96,1.3732650317013966,0.7675513273620679,1.4818074009314444,7664.930906295776
H3K27ac-H3K4me3_TDHAM_BP,square,median,2000,1,2,8,4,45,1.3076521491255866,1.6357075786028292,1.3049738048496444,5289.00911283493
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,1,16,1,65,0.5930881890383634,0.4871234752164028,0.608320518061217,61919.142491579056
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,1,16,2,46,0.5440611267405369,0.5637401417143667,0.5270681622052433,54560.1130027771
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,1,16,3,156,0.4807384125763756,0.464864839279532,0.5856861537322402,104665.86032295229
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,1,16,4,129,0.5500764270623525,0.5066057423816567,0.473833024737392,96242.45248007774
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,1,2,1,16,0.6665076862681996,0.6340989169507923,0.734389688321936,33825.10746216774
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,1,2,2,74,0.670879817186455,0.6903695934283065,0.668268634333755,65470.28321933746
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,1,2,3,199,0.6585538172004215,0.6357017169429307,0.6751563372090459,137491.8359003067
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,1,2,4,576,0.6171174176534017,0.5674613908279774,0.4807573024463276,328169.1426875591
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,1,4,1,158,0.5441281149210023,0.4535545012345015,0.5915862394247943,100051.07108068466
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,1,4,2,205,0.6299354385205593,0.6444954730496548,0.6263605377890847,140455.0070874691
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,1,4,3,119,0.65341050768377,0.633421751169058,0.6637077862396836,88125.5726339817
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,1,4,4,278,0.5896760928630829,0.5805106464018457,0.5078131389240974,178227.46852898598
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,1,8,1,71,0.6008933733317477,0.4547845790095062,0.6070164910212219,93223.26213932036
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,1,8,2,53,0.5589834533514713,0.5798977231821998,0.5458827124701606,60248.97199463844
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,1,8,3,61,0.5576635459593706,0.5120876545092733,0.580229346640408,59615.46469545365
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,1,8,4,101,0.6030387032032013,0.5642570831450909,0.5119054524794869,74783.46934127808
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,2,16,1,54,0.496616760758329,0.4453363324155902,0.5830286813651019,156024.11762714386
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,2,16,2,33,0.6970620242103848,0.7011200177787554,0.6970127365805886,125346.95112204552
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,2,16,3,45,0.5021384942491717,0.4426065846829111,0.5891913706436753,106958.27485919
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,2,16,4,21,0.645885998805364,0.6176425087887584,0.5049723542254904,78263.95898294449
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,2,2,1,356,0.6052729531753162,0.5937850703500679,0.682094444630117,440296.86270713806
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,2,2,2,164,0.6054723919473274,0.6506402563340593,0.6135201810586332,322360.54632782936
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,2,2,3,34,0.6348662085357717,0.6284558860753292,0.6482672579586506,92174.10564112665
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,2,2,4,241,0.6280051898956299,0.6050658020070225,0.5708519686823306,325000.1639022827
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,2,4,1,96,0.5306068042093072,0.4070518213530185,0.5835473740149123,156950.6119608879
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,2,4,2,90,0.5191249559495545,0.5405662838775332,0.5878580276412193,150905.54919672012
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,2,4,3,67,0.5232778500553756,0.4747961053880162,0.5773464776575565,126072.2382557392
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,2,4,4,190,0.531871397892634,0.5290329717718486,0.4236031652910436,256657.08968186376
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,2,8,1,103,0.529379287830069,0.4631097718040541,0.5879697008171545,167875.06227445602
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,2,8,2,78,0.54286162729003,0.5577930585779373,0.5210816527857925,137187.06886911392
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,2,8,3,40,0.5347154347792916,0.465030096047698,0.617006859742105,143953.903049469
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,100,1,2,8,4,128,0.5271775241692861,0.5255719957953672,0.5124428272247314,196727.2178993225
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,1,16,1,46,0.4870933324812267,0.423154354095459,0.5279393340894568,5269.261100292206
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,1,16,2,37,0.5707328368850342,0.5485091775950819,0.5328708021871505,4702.233201265335
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,1,16,3,202,0.4941435183171045,0.3648142608006795,0.5366643015295267,13537.45699095726
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,1,16,4,52,0.5301698153461644,0.5444193092295497,0.4611116275485796,5289.045997619629
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,1,2,1,549,0.5425613936464418,0.4624849609022486,0.5704466389258381,31446.553560972214
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,1,2,2,48,0.6753820122718022,0.6853489340728659,0.6949234297198634,5119.654562711716
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,1,2,3,4,0.7345536731955997,0.5836408074696858,0.6910214805975556,2830.349471092224
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,1,2,4,518,0.5967682112662818,0.6086245533635846,0.4853157497677407,30118.543210744858
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,1,4,1,213,0.5110595622011495,0.4174765564820947,0.5461839867024286,13362.995160102844
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,1,4,2,210,0.4957490645724944,0.540573792095625,0.4807561664812027,13465.87235879898
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,1,4,3,121,0.5267492070245903,0.3910164292653402,0.5481056766584516,9053.437335252762
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,1,4,4,6,0.7095903790463615,0.7096479279654366,0.6575618091779264,3010.9054358005524
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,1,8,1,48,0.5157352533348329,0.4244382467993808,0.5453682582870669,4979.565110445023
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,1,8,2,91,0.507781118672184,0.5500724874313908,0.5328716289612555,7377.144485473633
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,1,8,3,87,0.5353117774561497,0.4063352743784587,0.5693383626639843,7657.352100372314
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,1,8,4,71,0.5296926696929805,0.5641747930913272,0.4577529628286249,6461.8113005161285
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,2,16,1,121,0.4950902101719901,0.4070376704628318,0.5838229781702945,18585.22948360443
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,2,16,2,60,0.5462260384319043,0.5279611581229534,0.5410487853711651,11784.798296689987
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,2,16,3,65,0.5719798125550899,0.413495553334554,0.6120590670034289,12575.879656553268
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,2,16,4,64,0.4800238470352261,0.5344552296736708,0.4615617693648507,12240.215142965317
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,2,2,1,294,0.5980152083663878,0.4314682947920494,0.5617213876623857,36561.820313215256
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,2,2,2,137,0.5529328126173753,0.5634213878770079,0.5259515556596941,19593.81432390213
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,2,2,3,186,0.5182970861926126,0.4100954755147298,0.5780203118920326,23646.34066939354
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,2,2,4,21,0.6976393092978904,0.708907810160488,0.6447203008553727,7867.737009048462
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,2,4,1,62,0.5318406480683658,0.4872809022960096,0.5755676808144882,11923.105714321136
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,2,4,2,251,0.4922815426210414,0.5379377764837183,0.5321216602479258,30882.9034512043
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,2,4,3,59,0.5896618123038556,0.4128463284174601,0.5848412998020649,11815.702665567398
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,2,4,4,115,0.5355208462025105,0.558760250129573,0.4530433675517206,17270.644201278687
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,2,8,1,43,0.5440888188281008,0.4774527282211253,0.5753184590745068,9897.481110811234
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,2,8,2,127,0.4998113799430399,0.5516473106031764,0.5565782843097564,18583.471682548523
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,2,8,3,61,0.5641820658010782,0.3727019373575846,0.5484780156984925,11550.952888011932
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,1000,1,2,8,4,89,0.5360128464647177,0.5687606136664204,0.4497580217278522,14503.577868700027
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,2000,1,1,16,1,93,0.4749858215955739,0.4025590490586687,0.5166394903592253,3905.596898794174
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,2000,1,1,16,2,160,0.4659441138615383,0.4876831891906537,0.459278421055886,5873.956874847412
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,2000,1,1,16,3,148,0.4402390263949748,0.3555461613337199,0.5420603305101395,5291.3207359313965
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,2000,1,1,16,4,58,0.5071364596523313,0.5091263590460996,0.4054708631613509,2998.5496406555176
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,2000,1,1,2,1,840,0.5178195585602083,0.473413357246827,0.5594704035322676,24370.645473003387
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,2000,1,1,2,2,71,0.6842212728274766,0.684030542279234,0.6901225687996033,3327.733861923218
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,2000,1,1,2,3,127,0.7018137229326178,0.5771911080678304,0.6804739758372307,4955.828165531158
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,2000,1,1,2,4,25,0.7019955498491298,0.7093062242400211,0.6502857048049746,2179.1392056941986
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,2000,1,1,4,1,149,0.5497502048186877,0.5037230265022504,0.6014343196081247,5553.921190977097
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,2000,1,1,4,2,254,0.5134142267496947,0.5571035583420555,0.5455140279185388,8552.325824737549
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,2000,1,1,4,3,193,0.5021048505170688,0.386367605527242,0.539185400120914,6620.320761680603
H3K27ac-H3K4me3_TDHAM_BP,linear,mean,2000,1,1,4,4,9,0.7036211643488977,0.7096988402331786,0.6512937027475109,1579.043786764145
