method,fold,acc
AFT_XGboost,1,74.60106382978722
AFT_XGboost,2,68.807692307692314
mmit,1,73.9251040221914
mmit,2,78.0241935483871
linear,1,79.05686546463245
linear,2,80.04032258064517
mlp,1,78.5904255319149
mlp,2,78.65384615384615
gru,1,78.19148936170212
gru,2,80.96153846153847
lstm,1,77.6595744680851
lstm,2,76.92307692307693
constant,1,73.92307692307693
constant,2,52.807692307692314
rnn,1,73.92307692307693
rnn,2,76.92307692307693
