dataset,compress_type,compress_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
H3K27me3_TDH_some,mean,2000,1,8,2,55,1.1287328629266649,1.362965742746989,1.5364395380020142,125.84126543998718
