dataset,compress_type,compress_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
H3K27ac_TDH_some,mean,100,2,2,1,49,1.5118818160815117,0.6100505828857422,1.5583623181218687,333.8054852485657
