method,fold,acc
mlp,1,94.22776911076444
mlp,2,93.68998628257889
mmit,1,88.02395209580838
mmit,2,87.26655348047538
linear_L1reg,1,84.4311377245509
linear_L1reg,2,83.87096774193549
AFT_XGboost,1,93.9157566302652
AFT_XGboost,2,92.72976680384087
lstm,1,95.78783151326051
lstm,2,93.27846364883402
rnn,1,94.38377535101404
rnn,2,92.04389574759945
