method,fold,acc
mlp,1,88.32684824902724
mlp,2,90.52890528905289
mmit,1,85.473411154345
mmit,2,88.56088560885608
linear_L1reg,1,87.4189364461738
linear_L1reg,2,90.7749077490775
AFT_XGboost,1,86.38132295719845
AFT_XGboost,2,84.00984009840099
lstm-linear,1,88.02631578947368
lstm-linear,2,88.06888068880689
lstm-square,1,88.02631578947368
lstm-square,2,89.54489544895449
rnn-square,1,87.23684210526315
rnn-square,2,89.54489544895449
