method,fold,acc
mlp,1,82.20338983050848
mlp,2,86.18421052631578
mmit,1,86.01694915254238
mmit,2,85.85526315789474
linear_L1reg,1,83.05084745762711
linear_L1reg,2,85.52631578947368
AFT_XGboost,1,74.57627118644068
AFT_XGboost,2,84.21052631578947
lstm,1,86.02620087336244
lstm,2,85.85526315789474
rnn,1,84.32203389830508
rnn,2,86.51315789473685
