method,fold,acc
mlp,1,94.28571428571428
mlp,2,82.96296296296296
mmit,1,87.85714285714286
mmit,2,87.4074074074074
linear_L1reg,1,80.0
linear_L1reg,2,95.55555555555556
AFT_XGboost,1,92.85714285714286
AFT_XGboost,2,87.4074074074074
lstm-square,1,93.57142857142856
lstm-square,2,97.77777777777776
rnn-square,1,93.57142857142856
rnn-square,2,97.77777777777776
constant,1,95.0
constant,2,97.77777777777777
