method,fold,acc
mlp,1,75.4601226993865
mlp,2,70.85714285714285
mmit,1,79.14110429447852
mmit,2,72.0
linear_L1reg,1,77.30061349693251
linear_L1reg,2,77.71428571428571
AFT_XGboost,1,80.3680981595092
AFT_XGboost,2,70.85714285714285
lstm-square,1,79.14110429447852
lstm-square,2,67.42857142857143
rnn-square,1,79.14110429447852
rnn-square,2,65.71428571428571
constant,1,61.34969325153374
constant,2,50.857142857142854
