method,fold,acc
mlp,1,91.36986301369862
mlp,2,92.29508196721312
mmit,1,65.3899721448468
mmit,2,70.12910798122066
linear_L1reg,1,69.63788300835655
linear_L1reg,2,73.94366197183099
AFT_XGboost,1,69.22005571030641
AFT_XGboost,2,71.0093896713615
lstm-linear,1,89.45205479452055
lstm-linear,2,90.81967213114754
lstm-square,1,89.17808219178082
lstm-square,2,91.14754098360656
