method,fold,acc
mlp,1,72.07520891364902
mlp,2,72.7112676056338
mmit,1,65.3899721448468
mmit,2,70.12910798122066
linear_L1reg,1,69.63788300835655
linear_L1reg,2,73.94366197183099
AFT_XGboost,1,69.22005571030641
AFT_XGboost,2,71.0093896713615
lstm,1,70.96100278551532
lstm,2,73.59154929577466
rnn,1,71.65738161559888
rnn,2,73.06338028169014
