method,fold,acc
mlp,1,91.77679882525698
mlp,2,91.65402124430956
mmit,1,92.65785609397943
mmit,2,83.91502276176024
linear_L1reg,1,93.68575624082231
linear_L1reg,2,91.80576631259484
AFT_XGboost,1,92.51101321585902
AFT_XGboost,2,92.71623672230652
lstm,1,92.79411764705884
lstm,2,94.68892261001515
rnn,1,92.5
rnn,2,92.41274658573596
