method,fold,acc
mlp,1,74.11764705882354
mlp,2,81.54981549815497
mmit,1,72.47058823529412
mmit,2,81.91881918819189
linear_L1reg,1,86.82352941176471
linear_L1reg,2,84.13284132841329
AFT_XGboost,1,87.76470588235294
AFT_XGboost,2,83.02583025830258
lstm,1,86.86131386861314
lstm,2,83.02583025830258
rnn,1,85.88807785888078
rnn,2,83.76383763837639
