method,fold,acc
mlp,1,70.09966777408638
mlp,2,65.05576208178438
mmit,1,64.25855513307985
mmit,2,67.53246753246754
linear_L1reg,1,68.44106463878326
linear_L1reg,2,60.60606060606061
AFT_XGboost,1,65.78073089700996
AFT_XGboost,2,64.68401486988847
