method,fold,acc
mlp,1,81.35259356533159
mlp,2,81.74370977179638
mmit,1,79.71109652002626
mmit,2,77.76477472205968
linear_L1reg,1,81.28693368351936
linear_L1reg,2,80.2223522527794
AFT_XGboost,1,79.51411687458962
AFT_XGboost,2,80.04681100058514
lstm,1,83.97898883782008
lstm,2,82.03627852545348
rnn,1,82.86277084701248
rnn,2,80.74897600936221
