method,fold,acc
mlp,1,75.04273504273505
mlp,2,68.91891891891892
mmit,1,73.50427350427351
mmit,2,70.27027027027027
linear_L1reg,1,72.47863247863248
linear_L1reg,2,66.40926640926641
AFT_XGboost,1,76.5811965811966
AFT_XGboost,2,71.42857142857143
lstm-linear,1,75.38461538461539
lstm-linear,2,69.4980694980695
lstm-square,1,74.7008547008547
lstm-square,2,69.88416988416989
rnn-square,1,72.64957264957265
rnn-square,2,69.3050193050193
