dataset,compress_type,compress_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
ATAC_JV_adipose,mean,100,1,16,1,2,1.0603399690316648,0.8551139163970948,1.1228187770059663,77627.47531986237
