dataset,compress_type,compress_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
H3K27ac-H3K4me3_TDHAM_BP,mean,100,2,16,1,16,0.6180697303172971,0.4663801319134904,0.5964978880245193,72785.48753809929
