dataset,compress_type,compress_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
H3K27ac-H3K4me3_TDHAM_BP,median,2000,1,16,2,67,0.4465003486898342,0.5053116181502642,0.4209238146581957,451.6829128265381
