dataset,compress_type,compress_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
H3K36me3_TDH_immune,median,100,1,16,2,2,0.6001920104026794,0.7056105136871338,0.5440630632288316,3226.409243822098
