dataset,loss_type,compress_type,compress_size,input_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
H3K4me3_TDH_other,square,mean,1000,1,2,4,1,74,2.6939132597078297,2.221810855799251,3.483527419890495,74.0997474193573
