dataset,loss_type,compress_type,compress_size,input_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
H3K36me3_TDH_other,square,median,1000,1,1,2,1,657,0.6839937716722488,1.1445010881870985,0.7031405607936904,2282.8125960826874
