dataset,loss_type,compress_type,compress_size,input_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
H3K36me3_TDH_ENCODE,linear,median,100,1,1,16,1,97,0.9929034880229405,1.5872974395751953,1.284294882486033,12186.940031766891
