dataset,loss_type,compress_type,compress_size,input_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
H3K27ac_TDH_some,linear,median,1000,1,2,8,1,112,1.3455839784521806,0.7464911460876464,1.677139427350915,1838.282779932022
