dataset,loss_type,compress_type,compress_size,input_size,num_layers,hidden_size,test_fold,stop_epoch,train_loss,val_loss,test_loss,time
H3K4me3_PGP_immune,linear,median,2000,1,1,4,1,150,1.306485891342163,1.2579119128565635,1.2621153979234292,6403.043639421463
